MarketID,WeekStart,Product,DemandUnits,SellingPricePerUnit
M047,2025-04-28,SKU_A,640,70.21
M051,2025-04-14,SKU_E,463,64.52
M096,2025-03-17,SKU_B,444,60.62
M084,2025-02-24,SKU_B,724,46.92
M075,2025-02-17,SKU_C,237,43.87
M028,2025-01-20,SKU_B,580,43.18
M054,2025-03-03,SKU_B,161,55.81
M068,2025-03-03,SKU_B,184,40.54
M048,2025-03-31,SKU_D,401,45.44
M001,2025-01-20,SKU_B,480,62.66
M004,2025-02-17,SKU_D,427,48.22
M033,2025-03-10,SKU_D,202,49.67
M098,2025-01-20,SKU_B,494,77.75
M095,2025-01-20,SKU_D,331,64.24
M054,2025-03-10,SKU_D,210,60.32
M068,2025-03-03,SKU_A,262,39.87
M015,2025-03-24,SKU_B,303,70.73
M013,2025-05-05,SKU_A,635,62.18
M045,2025-03-17,SKU_C,405,68.72
M023,2025-03-03,SKU_D,241,43.94
M007,2025-04-14,SKU_E,593,76.57
M025,2025-01-27,SKU_B,222,49.37
M038,2025-02-10,SKU_D,221,58.03
M025,2025-03-24,SKU_B,209,48.53
M091,2025-02-10,SKU_B,409,73.54
M052,2025-03-31,SKU_D,214,63.56
M066,2025-05-05,SKU_C,332,66.2
M039,2025-01-27,SKU_B,561,46.89
M015,2025-03-31,SKU_A,444,71.92
M061,2025-03-10,SKU_B,381,42.83
M057,2025-04-07,SKU_B,262,70.26
M057,2025-04-21,SKU_B,234,67.61
M007,2025-01-20,SKU_B,704,75.91
M035,2025-04-07,SKU_B,705,76.74
M034,2025-03-17,SKU_A,536,39.79
M030,2025-04-28,SKU_A,336,60.87
M081,2025-05-05,SKU_B,707,65.5
M093,2025-03-24,SKU_A,389,43.66
M094,2025-03-03,SKU_A,497,51.42
M045,2025-04-28,SKU_A,414,65.27
M002,2025-05-19,SKU_D,302,55.53
M072,2025-02-10,SKU_A,724,57.56
M069,2025-02-24,SKU_C,395,71.53
M081,2025-05-05,SKU_A,431,62.88
M023,2025-03-31,SKU_B,220,42.78
M076,2025-02-17,SKU_A,374,42.61
M089,2025-03-03,SKU_A,389,47.5
M090,2025-03-17,SKU_E,315,58.6
M023,2025-04-28,SKU_C,216,39.63
M030,2025-05-05,SKU_B,408,61.35
M055,2025-02-10,SKU_A,230,69.22
M070,2025-01-27,SKU_A,262,54.02
M100,2025-01-27,SKU_E,210,77.16
M089,2025-02-03,SKU_B,320,45.85
M017,2025-03-24,SKU_D,729,62.97
M051,2025-03-03,SKU_A,428,63.5
M066,2025-01-20,SKU_D,306,68.12
M066,2025-04-07,SKU_A,280,70.66
M025,2025-02-03,SKU_C,147,53.17
M028,2025-05-19,SKU_D,543,43.05
M062,2025-03-31,SKU_D,550,57.89
M031,2025-04-28,SKU_D,292,59.53
M058,2025-02-17,SKU_E,533,46.38
M070,2025-05-19,SKU_D,240,57.0
M022,2025-01-20,SKU_C,277,72.81
M085,2025-03-03,SKU_B,364,62.66
M088,2025-02-24,SKU_C,181,58.37
M095,2025-02-17,SKU_B,264,64.79
M024,2025-03-10,SKU_D,381,51.98
M051,2025-05-12,SKU_C,409,64.96
M037,2025-05-19,SKU_D,288,70.29
M049,2025-02-10,SKU_B,586,73.64
M064,2025-01-13,SKU_C,367,49.04
M053,2025-01-13,SKU_B,400,51.15
M047,2025-01-06,SKU_E,450,71.8
M069,2025-05-12,SKU_A,432,76.2
M062,2025-04-07,SKU_C,459,56.98
M084,2025-03-24,SKU_D,543,48.18
M052,2025-04-14,SKU_E,174,59.34
M060,2025-01-06,SKU_D,414,63.48
M068,2025-02-17,SKU_E,199,39.83
M072,2025-01-13,SKU_C,451,58.74
M021,2025-05-12,SKU_B,448,76.05
M003,2025-04-07,SKU_B,608,63.54
M031,2025-01-13,SKU_B,350,62.04
M071,2025-03-31,SKU_A,245,53.24
M060,2025-02-24,SKU_A,420,57.92
M047,2025-01-27,SKU_B,598,69.22
M007,2025-03-31,SKU_B,620,72.45
M082,2025-02-03,SKU_E,396,79.89
M054,2025-02-03,SKU_B,208,60.52
M019,2025-03-31,SKU_C,509,81.11
M037,2025-04-21,SKU_A,230,73.09
M027,2025-02-03,SKU_B,239,50.62
M061,2025-04-21,SKU_C,322,42.59
M071,2025-02-17,SKU_A,230,54.37
M068,2025-04-14,SKU_E,206,42.58
M041,2025-04-07,SKU_A,420,71.49
M097,2025-04-21,SKU_C,330,66.66
M095,2025-02-10,SKU_E,226,68.29
M006,2025-01-20,SKU_D,325,57.68
M088,2025-01-27,SKU_C,264,58.5
M050,2025-05-19,SKU_A,702,75.67
M005,2025-03-31,SKU_D,341,41.48
M009,2025-02-24,SKU_D,418,47.48
M032,2025-02-10,SKU_B,442,50.63
M031,2025-01-13,SKU_C,432,62.69
M094,2025-03-03,SKU_B,327,56.2
M008,2025-05-19,SKU_B,203,65.15
M026,2025-04-07,SKU_A,545,54.51
M075,2025-05-19,SKU_E,176,41.63
M074,2025-04-07,SKU_A,487,65.08
M014,2025-02-10,SKU_A,163,69.67
M077,2025-02-03,SKU_E,484,60.87
M034,2025-03-10,SKU_E,460,40.76
M039,2025-01-06,SKU_C,416,48.78
M058,2025-04-07,SKU_C,501,44.77
M081,2025-02-10,SKU_D,562,62.47
M051,2025-02-03,SKU_D,475,60.13
M045,2025-01-27,SKU_A,511,63.17
M086,2025-03-17,SKU_A,760,47.65
M079,2025-01-27,SKU_B,384,44.11
M054,2025-04-14,SKU_E,190,57.56
M022,2025-02-10,SKU_E,340,71.44
M088,2025-04-14,SKU_C,271,59.73
M086,2025-03-10,SKU_C,540,43.31
M053,2025-03-10,SKU_A,629,50.13
M040,2025-05-05,SKU_C,427,78.76
M075,2025-01-06,SKU_B,203,40.62
M008,2025-02-24,SKU_E,229,64.08
M001,2025-03-10,SKU_A,544,64.87
M014,2025-05-05,SKU_E,162,68.37
M083,2025-03-24,SKU_A,423,66.21
M044,2025-03-03,SKU_B,300,75.35
M042,2025-04-21,SKU_B,602,70.39
M058,2025-04-07,SKU_B,622,49.38
M073,2025-03-17,SKU_A,544,59.91
M065,2025-03-17,SKU_B,677,52.56
M003,2025-01-13,SKU_A,507,66.16
M024,2025-01-27,SKU_A,322,52.72
M027,2025-05-19,SKU_C,223,51.06
M043,2025-02-24,SKU_A,609,75.04
M053,2025-03-24,SKU_C,494,50.66
M100,2025-01-20,SKU_A,264,77.26
M083,2025-03-17,SKU_D,321,65.85
M098,2025-05-05,SKU_C,690,79.58
M080,2025-05-19,SKU_A,276,51.12
M018,2025-04-28,SKU_D,603,50.45
M069,2025-03-24,SKU_D,394,71.73
M046,2025-01-13,SKU_B,684,73.86
M058,2025-04-14,SKU_B,544,46.94
M039,2025-01-20,SKU_C,686,50.91
M089,2025-02-24,SKU_C,318,45.49
M100,2025-05-05,SKU_A,192,77.04
M088,2025-04-28,SKU_A,226,62.04
M049,2025-05-19,SKU_C,622,75.54
M097,2025-02-24,SKU_A,349,64.76
M048,2025-02-17,SKU_A,443,46.43
M027,2025-04-07,SKU_C,361,51.35
M091,2025-01-06,SKU_C,442,74.73
M014,2025-01-27,SKU_B,220,70.81
M026,2025-04-21,SKU_C,524,58.14
M003,2025-02-03,SKU_A,490,61.57
M056,2025-02-10,SKU_B,440,67.54
M014,2025-05-05,SKU_C,184,69.77
M091,2025-05-05,SKU_A,328,75.78
M096,2025-04-14,SKU_E,578,63.02
M056,2025-02-17,SKU_D,628,63.69
M085,2025-02-24,SKU_B,433,65.44
M033,2025-01-27,SKU_D,262,47.06
M047,2025-01-13,SKU_A,559,68.74
M069,2025-03-24,SKU_B,506,71.19
M033,2025-01-06,SKU_E,186,46.58
M019,2025-01-13,SKU_E,382,81.53
M096,2025-04-14,SKU_C,651,60.41
M049,2025-01-27,SKU_A,658,77.78
M081,2025-03-03,SKU_B,654,66.52
M001,2025-03-10,SKU_B,608,65.07
M058,2025-05-05,SKU_E,563,49.51
M011,2025-03-03,SKU_B,192,79.79
M048,2025-03-10,SKU_E,622,43.68
M049,2025-03-10,SKU_D,431,72.68
M029,2025-02-24,SKU_B,323,65.62
M019,2025-03-10,SKU_B,436,82.86
M003,2025-02-17,SKU_E,381,61.56
M010,2025-01-06,SKU_B,366,51.28
M098,2025-03-31,SKU_E,442,80.66
M011,2025-01-13,SKU_D,248,74.59
M048,2025-05-05,SKU_D,418,43.39
M082,2025-01-06,SKU_C,409,77.42
M100,2025-03-03,SKU_E,212,78.71
M080,2025-04-28,SKU_A,408,52.66
M081,2025-02-17,SKU_C,499,67.95
M040,2025-04-28,SKU_A,542,76.31
M063,2025-01-20,SKU_E,275,45.17
M013,2025-04-14,SKU_C,364,60.21
M022,2025-01-27,SKU_E,262,70.22
M088,2025-04-14,SKU_E,265,62.44
M070,2025-01-06,SKU_C,255,55.48
M030,2025-03-24,SKU_E,413,61.37
M076,2025-05-12,SKU_D,577,42.39
M030,2025-02-03,SKU_B,376,60.26
M078,2025-04-14,SKU_A,314,61.88
M098,2025-03-03,SKU_A,533,76.25
M098,2025-01-13,SKU_C,480,75.91
M055,2025-05-12,SKU_E,250,65.24
M060,2025-04-14,SKU_A,504,59.1
M079,2025-01-06,SKU_D,598,43.25
M016,2025-03-24,SKU_A,320,46.92
M049,2025-05-12,SKU_C,419,72.68
M062,2025-02-24,SKU_B,611,57.12
M100,2025-03-24,SKU_E,268,80.57
M076,2025-03-03,SKU_E,427,43.57
M071,2025-02-10,SKU_C,290,57.06
M030,2025-04-21,SKU_D,460,59.93
M063,2025-02-24,SKU_D,383,43.25
M086,2025-05-12,SKU_E,438,46.24
M059,2025-02-03,SKU_D,380,53.87
M075,2025-03-24,SKU_C,227,43.07
M078,2025-04-14,SKU_C,286,63.37
M061,2025-04-14,SKU_E,378,40.41
M037,2025-03-31,SKU_A,364,72.08
M014,2025-01-20,SKU_A,272,68.52
M053,2025-02-03,SKU_A,429,55.27
M072,2025-03-24,SKU_E,650,57.78
M096,2025-01-06,SKU_A,593,65.41
M057,2025-01-06,SKU_A,244,69.12
M004,2025-02-10,SKU_B,299,49.37
M054,2025-04-07,SKU_B,212,57.36
M007,2025-04-21,SKU_D,556,75.29
M078,2025-05-12,SKU_D,213,62.29
M004,2025-04-28,SKU_C,437,47.68
M013,2025-02-24,SKU_C,421,61.4
M065,2025-03-17,SKU_C,701,52.6
M009,2025-04-21,SKU_B,528,47.5
M001,2025-01-13,SKU_D,495,62.17
M016,2025-03-10,SKU_C,302,47.54
M001,2025-01-20,SKU_D,564,62.76
M006,2025-05-19,SKU_A,377,56.66
M100,2025-04-21,SKU_C,177,79.13
M045,2025-04-21,SKU_D,448,67.4
M018,2025-04-21,SKU_E,394,47.15
M023,2025-03-03,SKU_B,242,42.35
M080,2025-03-31,SKU_E,444,53.29
M009,2025-01-20,SKU_B,702,51.47
M036,2025-03-10,SKU_A,202,60.34
M011,2025-01-27,SKU_C,187,76.45
M046,2025-03-31,SKU_D,427,73.56
M093,2025-04-14,SKU_B,508,41.69
M037,2025-04-21,SKU_D,361,72.69
M098,2025-02-24,SKU_B,652,79.55
M094,2025-04-28,SKU_D,364,54.96
M002,2025-03-31,SKU_B,374,59.41
M093,2025-04-07,SKU_C,429,39.01
M028,2025-01-27,SKU_C,592,40.65
M053,2025-01-06,SKU_E,596,53.72
M023,2025-03-10,SKU_E,223,41.87
M095,2025-05-19,SKU_C,330,63.07
M007,2025-01-27,SKU_C,630,74.03
M040,2025-05-05,SKU_B,337,75.88
M001,2025-03-10,SKU_C,596,64.83
M088,2025-03-17,SKU_C,220,61.09
M019,2025-03-10,SKU_C,657,78.64
M092,2025-01-13,SKU_D,302,60.64
M092,2025-05-12,SKU_B,370,64.01
M049,2025-04-14,SKU_D,402,74.8
M097,2025-05-05,SKU_E,296,64.19
M045,2025-02-17,SKU_B,624,66.22
M013,2025-01-06,SKU_D,605,61.24
M076,2025-02-24,SKU_D,334,39.62
M097,2025-02-10,SKU_A,459,65.96
M100,2025-03-10,SKU_B,283,79.96
M043,2025-04-21,SKU_A,660,72.28
M099,2025-05-05,SKU_C,422,52.91
M095,2025-03-24,SKU_C,391,68.75
M014,2025-03-10,SKU_D,165,70.16
M001,2025-02-17,SKU_E,610,63.6
M099,2025-05-12,SKU_D,476,52.57
M100,2025-04-21,SKU_B,233,79.29
M083,2025-02-24,SKU_D,323,67.55
M003,2025-01-27,SKU_E,648,64.64
M041,2025-04-07,SKU_B,391,68.81
M088,2025-03-24,SKU_B,227,59.92
M031,2025-04-14,SKU_B,337,61.5
M073,2025-05-19,SKU_A,457,54.73
M041,2025-01-06,SKU_C,365,73.63
M040,2025-02-03,SKU_C,393,78.52
M043,2025-05-12,SKU_D,579,73.53
M093,2025-04-21,SKU_A,400,39.17
M054,2025-02-17,SKU_E,267,59.11
M033,2025-02-24,SKU_C,159,45.88
M016,2025-05-19,SKU_C,288,47.59
M065,2025-05-12,SKU_A,539,57.61
M008,2025-04-07,SKU_C,251,64.98
M027,2025-05-19,SKU_E,338,51.78
M044,2025-05-19,SKU_B,377,77.04
M019,2025-05-05,SKU_D,512,78.98
M055,2025-03-24,SKU_B,193,70.11
M090,2025-01-27,SKU_B,393,60.98
M052,2025-03-31,SKU_C,191,61.21
M028,2025-04-14,SKU_C,450,38.9
M095,2025-03-10,SKU_B,312,63.27
M032,2025-04-07,SKU_D,629,51.19
M019,2025-04-28,SKU_C,513,81.83
M085,2025-03-31,SKU_A,345,63.36
M027,2025-05-19,SKU_A,367,51.01
M001,2025-02-24,SKU_C,385,63.06
M064,2025-03-24,SKU_B,460,44.69
M008,2025-05-12,SKU_A,292,64.16
M063,2025-03-10,SKU_B,338,43.5
M048,2025-03-31,SKU_D,401,45.44
M097,2025-01-27,SKU_E,511,62.53
M074,2025-04-07,SKU_C,361,63.91
M040,2025-04-28,SKU_D,556,77.2
M091,2025-04-21,SKU_B,440,73.69
M063,2025-01-13,SKU_C,349,41.41
M001,2025-02-24,SKU_A,384,62.38
M044,2025-02-10,SKU_B,328,75.45
M061,2025-05-05,SKU_E,336,40.2
M090,2025-03-31,SKU_B,263,55.32
M041,2025-03-10,SKU_C,309,73.45
M097,2025-03-03,SKU_D,327,67.88
M018,2025-03-24,SKU_C,559,49.46
M082,2025-04-21,SKU_C,403,79.57
M004,2025-04-28,SKU_E,346,46.63
M052,2025-01-27,SKU_E,293,64.74
M099,2025-04-21,SKU_E,567,53.81
M079,2025-05-12,SKU_C,385,43.26
M096,2025-04-14,SKU_E,578,63.02
M075,2025-01-06,SKU_C,207,41.44
M025,2025-05-19,SKU_B,227,49.15
M030,2025-03-31,SKU_E,312,59.01
M033,2025-05-05,SKU_B,167,47.24
M046,2025-04-14,SKU_C,665,75.98
M089,2025-01-06,SKU_D,460,47.98
M070,2025-03-03,SKU_C,188,56.43
M100,2025-05-19,SKU_D,295,80.59
M008,2025-01-27,SKU_A,216,67.19
M036,2025-02-03,SKU_C,291,60.76
M037,2025-05-19,SKU_E,365,67.83
M070,2025-02-24,SKU_C,233,56.86
M023,2025-05-19,SKU_E,226,40.28
M020,2025-05-19,SKU_D,418,61.42
M053,2025-05-12,SKU_C,469,53.99
M092,2025-04-07,SKU_E,432,64.79
M056,2025-03-17,SKU_D,459,65.74
M093,2025-02-24,SKU_E,399,44.51
M081,2025-04-28,SKU_A,440,63.91
M050,2025-02-17,SKU_B,610,74.09
M020,2025-03-03,SKU_E,468,58.46
M087,2025-03-17,SKU_C,225,54.41
M058,2025-04-07,SKU_D,630,47.07
M007,2025-01-27,SKU_E,635,72.66
M032,2025-04-14,SKU_D,470,48.81
M008,2025-02-17,SKU_E,215,66.05
M012,2025-04-14,SKU_A,268,75.62
M070,2025-05-05,SKU_C,207,55.74
M077,2025-03-03,SKU_C,480,58.89
M018,2025-02-03,SKU_B,527,45.42
M002,2025-04-07,SKU_B,315,57.92
M018,2025-02-03,SKU_D,598,49.85
M015,2025-03-17,SKU_E,410,72.12
M023,2025-03-31,SKU_D,229,42.78
M016,2025-04-07,SKU_A,295,49.96
M050,2025-03-24,SKU_B,700,74.53
M030,2025-03-31,SKU_A,437,61.78
M031,2025-03-24,SKU_C,246,60.07
M027,2025-01-13,SKU_A,257,54.58
M004,2025-01-27,SKU_E,300,49.5
M047,2025-03-03,SKU_B,544,73.36
M025,2025-04-07,SKU_C,179,50.63
M029,2025-03-03,SKU_E,315,64.36
M026,2025-04-07,SKU_A,545,54.51
M023,2025-03-24,SKU_D,292,42.02
M089,2025-03-31,SKU_C,435,44.5
M080,2025-01-27,SKU_B,291,54.51
M067,2025-03-31,SKU_A,715,45.33
M011,2025-04-14,SKU_B,152,76.23
M071,2025-04-28,SKU_C,282,52.39
M069,2025-01-27,SKU_C,384,71.57
M076,2025-01-27,SKU_C,336,39.62
M047,2025-01-13,SKU_D,404,70.54
M062,2025-04-28,SKU_A,599,58.57
M093,2025-01-06,SKU_B,412,43.09
M006,2025-03-10,SKU_A,440,56.48
M055,2025-01-27,SKU_E,285,66.47
M076,2025-03-31,SKU_D,475,42.19
M010,2025-04-14,SKU_A,293,50.07
M070,2025-01-13,SKU_C,279,58.27
M023,2025-03-03,SKU_C,170,43.95
M088,2025-02-10,SKU_A,227,57.62
M018,2025-01-13,SKU_A,520,45.41
M072,2025-01-06,SKU_A,484,59.01
M078,2025-02-24,SKU_D,285,65.68
M068,2025-03-17,SKU_D,255,43.88
M005,2025-01-27,SKU_D,241,42.26
M033,2025-04-07,SKU_D,246,47.97
M081,2025-02-10,SKU_C,583,63.94
M096,2025-05-19,SKU_A,548,64.85
M073,2025-02-24,SKU_B,398,57.75
M013,2025-02-17,SKU_E,494,62.79
M064,2025-05-19,SKU_D,463,47.16
M001,2025-03-31,SKU_A,538,64.94
M065,2025-01-20,SKU_C,530,53.94
M039,2025-05-12,SKU_E,563,52.13
M094,2025-05-05,SKU_B,311,55.69
M043,2025-01-20,SKU_B,401,75.24
M048,2025-03-17,SKU_E,543,44.99
M019,2025-04-14,SKU_C,572,80.86
M019,2025-02-10,SKU_B,430,78.03
M081,2025-02-24,SKU_C,470,62.62
M069,2025-04-21,SKU_C,456,74.34
M025,2025-01-13,SKU_D,143,47.63
M089,2025-03-17,SKU_A,444,48.31
M012,2025-03-10,SKU_E,261,79.33
M042,2025-01-13,SKU_E,545,66.91
M064,2025-01-27,SKU_B,511,46.15
M099,2025-04-14,SKU_A,515,53.26
M040,2025-02-17,SKU_D,312,80.21
M024,2025-02-03,SKU_E,367,48.0
M096,2025-05-05,SKU_C,633,60.42
M036,2025-03-10,SKU_E,313,58.05
M018,2025-03-24,SKU_B,703,48.22
M094,2025-03-17,SKU_D,446,54.48
M018,2025-02-24,SKU_C,701,48.35
M067,2025-03-24,SKU_B,433,43.61
M007,2025-01-20,SKU_C,705,75.15
M063,2025-03-17,SKU_A,331,41.68
M040,2025-01-20,SKU_D,349,75.79
M068,2025-03-03,SKU_B,184,40.54
M026,2025-05-19,SKU_C,421,53.55
M085,2025-04-21,SKU_E,251,67.21
M024,2025-05-12,SKU_A,373,52.89
M091,2025-03-03,SKU_D,248,77.49
M005,2025-05-12,SKU_C,242,45.54
M048,2025-02-24,SKU_C,599,45.31
M015,2025-03-03,SKU_B,504,75.71
M035,2025-02-17,SKU_A,640,76.6
M004,2025-02-17,SKU_D,427,48.22
M059,2025-01-13,SKU_D,294,55.9
M056,2025-01-20,SKU_B,455,67.16
M017,2025-03-31,SKU_C,609,61.57
M031,2025-05-05,SKU_A,257,62.86
M042,2025-02-17,SKU_A,638,70.12
M019,2025-02-24,SKU_A,593,77.33
M098,2025-03-10,SKU_C,671,76.01
M054,2025-03-17,SKU_B,241,60.17
M022,2025-03-24,SKU_C,423,73.96
M071,2025-01-13,SKU_B,276,52.94
M018,2025-02-24,SKU_E,535,50.53
M027,2025-04-28,SKU_E,379,52.35
M057,2025-05-12,SKU_A,171,70.7
M060,2025-03-03,SKU_C,331,61.95
M004,2025-02-17,SKU_D,427,48.22
M087,2025-01-06,SKU_E,162,53.89
M003,2025-01-13,SKU_B,473,63.09
M042,2025-01-13,SKU_B,521,68.86
M031,2025-03-03,SKU_E,435,58.57
M080,2025-05-05,SKU_C,437,50.44
M073,2025-04-21,SKU_B,451,59.07
M052,2025-01-27,SKU_D,206,65.04
M081,2025-03-10,SKU_E,665,63.3
M005,2025-05-19,SKU_E,368,41.38
M070,2025-04-21,SKU_C,204,55.26
M014,2025-03-03,SKU_C,152,66.74
M056,2025-01-13,SKU_D,466,67.24
M060,2025-04-14,SKU_C,347,62.33
M042,2025-03-31,SKU_C,545,67.59
M095,2025-03-24,SKU_E,381,68.21
M096,2025-02-03,SKU_D,668,65.86
M025,2025-04-28,SKU_A,248,51.97
M087,2025-04-21,SKU_E,240,55.26
M039,2025-04-28,SKU_C,691,48.43
M077,2025-04-21,SKU_A,292,59.14
M073,2025-01-20,SKU_A,382,56.37
M040,2025-04-28,SKU_A,542,76.31
M034,2025-04-07,SKU_E,415,41.42
M057,2025-05-05,SKU_B,286,69.25
M053,2025-03-17,SKU_B,641,52.49
M093,2025-02-17,SKU_A,354,38.84
M098,2025-05-12,SKU_E,413,75.89
M027,2025-04-14,SKU_E,350,55.29
M022,2025-04-21,SKU_C,330,72.64
M064,2025-05-05,SKU_B,388,47.75
M049,2025-03-31,SKU_C,399,76.78
M052,2025-02-10,SKU_D,278,59.49
M078,2025-02-17,SKU_D,236,62.5
M033,2025-03-03,SKU_D,206,49.74
M011,2025-02-17,SKU_E,217,74.55
M069,2025-01-13,SKU_E,541,71.85
M057,2025-05-12,SKU_E,313,68.78
M092,2025-04-14,SKU_D,398,64.98
M016,2025-03-10,SKU_C,302,47.54
M066,2025-05-19,SKU_E,268,66.53
M028,2025-01-27,SKU_B,618,38.74
M092,2025-02-24,SKU_D,246,61.1
M024,2025-01-06,SKU_A,282,52.73
M083,2025-03-10,SKU_C,308,71.33
M059,2025-01-06,SKU_C,441,54.95
M022,2025-01-13,SKU_D,396,73.51
M005,2025-05-05,SKU_D,360,42.43
M061,2025-04-07,SKU_E,300,42.73
M068,2025-02-03,SKU_D,280,38.0
M092,2025-03-10,SKU_D,249,63.54
M052,2025-04-14,SKU_E,174,59.34
M044,2025-05-05,SKU_C,439,77.96
M049,2025-03-03,SKU_E,626,72.74
M020,2025-05-19,SKU_E,671,56.6
M022,2025-01-13,SKU_C,288,74.74
M100,2025-02-10,SKU_A,210,77.55
M093,2025-03-17,SKU_C,409,39.56
M054,2025-01-27,SKU_D,201,58.7
M097,2025-05-19,SKU_D,479,63.97
M055,2025-04-21,SKU_B,221,65.49
M045,2025-03-24,SKU_E,649,68.56
M061,2025-04-28,SKU_E,359,40.03
M040,2025-02-03,SKU_A,441,79.53
M028,2025-02-03,SKU_E,581,39.54
M022,2025-03-31,SKU_A,371,70.39
M022,2025-01-27,SKU_C,315,70.67
M028,2025-03-03,SKU_D,555,38.02
M043,2025-03-10,SKU_A,609,74.82
M098,2025-04-14,SKU_B,436,78.09
M085,2025-04-21,SKU_E,251,67.21
M070,2025-03-17,SKU_C,217,59.48
M080,2025-03-17,SKU_E,441,50.71
M018,2025-03-03,SKU_A,393,51.16
M015,2025-01-20,SKU_A,513,75.78
M072,2025-02-17,SKU_E,527,58.7
M008,2025-01-27,SKU_D,204,64.89
M068,2025-02-03,SKU_A,216,38.95
M025,2025-05-19,SKU_D,182,53.28
M093,2025-05-05,SKU_E,443,43.91
M014,2025-03-17,SKU_C,151,65.58
M039,2025-01-20,SKU_C,686,50.91
M027,2025-05-12,SKU_D,215,50.62
M090,2025-03-10,SKU_D,372,57.2
M086,2025-04-07,SKU_A,580,45.63
M035,2025-02-03,SKU_B,623,79.22
M011,2025-02-24,SKU_D,219,79.15
M067,2025-05-12,SKU_C,499,42.55
M041,2025-02-24,SKU_B,284,72.61
M045,2025-02-10,SKU_D,415,66.08
M063,2025-03-31,SKU_A,236,41.76
M008,2025-05-05,SKU_B,265,62.13
M033,2025-04-07,SKU_B,234,47.99
M087,2025-01-20,SKU_C,186,54.88
M012,2025-02-17,SKU_A,266,76.26
M097,2025-04-21,SKU_C,330,66.66
M098,2025-03-10,SKU_E,383,81.11
M037,2025-01-13,SKU_A,396,72.03
M082,2025-03-10,SKU_C,617,78.22
M056,2025-03-24,SKU_C,429,66.96
M084,2025-05-12,SKU_B,473,44.43
M013,2025-02-03,SKU_A,604,62.79
M051,2025-03-31,SKU_B,433,64.62
M098,2025-02-03,SKU_A,650,79.9
M012,2025-02-24,SKU_E,296,76.58
M038,2025-01-13,SKU_A,202,59.17
M017,2025-01-20,SKU_D,474,63.46
M019,2025-01-13,SKU_D,466,77.33
M081,2025-02-24,SKU_C,470,62.62
M097,2025-02-17,SKU_B,350,67.88
M074,2025-04-14,SKU_D,556,61.38
M031,2025-01-27,SKU_E,281,60.32
M069,2025-01-06,SKU_E,397,72.47
M054,2025-04-14,SKU_E,190,57.56
M074,2025-03-24,SKU_E,565,66.71
M084,2025-04-07,SKU_A,512,48.01
M027,2025-05-05,SKU_E,315,54.78
M091,2025-05-05,SKU_A,328,75.78
M034,2025-01-13,SKU_C,621,43.67
M007,2025-05-19,SKU_D,634,76.45
M027,2025-05-19,SKU_C,223,51.06
M071,2025-05-19,SKU_D,205,52.79
M094,2025-03-31,SKU_C,469,56.17
M092,2025-03-31,SKU_D,261,63.22
M065,2025-03-10,SKU_A,618,53.9
M057,2025-02-17,SKU_A,262,71.9
M072,2025-02-17,SKU_D,758,62.83
M036,2025-03-24,SKU_B,201,58.78
M034,2025-02-24,SKU_D,613,40.01
M095,2025-05-19,SKU_E,377,66.35
M051,2025-03-10,SKU_D,452,60.83
M092,2025-02-17,SKU_B,364,63.31
M008,2025-03-17,SKU_A,315,62.1
M074,2025-01-13,SKU_B,604,65.08
M064,2025-05-05,SKU_C,387,44.32
M066,2025-02-03,SKU_E,228,66.32
M018,2025-03-17,SKU_B,478,50.94
M061,2025-01-20,SKU_C,412,39.82
M048,2025-04-28,SKU_B,353,42.92
M090,2025-04-21,SKU_D,345,57.52
M029,2025-03-17,SKU_E,443,68.72
M057,2025-02-03,SKU_A,265,70.17
M080,2025-04-07,SKU_C,451,49.77
M078,2025-02-17,SKU_A,226,63.31
M009,2025-01-20,SKU_E,541,49.77
M043,2025-04-21,SKU_E,679,70.41
M022,2025-04-14,SKU_C,238,69.19
M008,2025-05-05,SKU_A,331,63.2
M059,2025-03-24,SKU_D,346,56.74
M056,2025-04-07,SKU_A,693,65.27
M019,2025-03-31,SKU_B,635,79.7
M039,2025-01-06,SKU_D,646,47.51
M063,2025-04-07,SKU_D,356,42.14
M068,2025-05-19,SKU_A,178,39.29
M041,2025-01-13,SKU_A,512,69.58
M002,2025-04-28,SKU_E,357,54.02
M069,2025-01-06,SKU_B,653,75.95
M094,2025-01-06,SKU_E,341,52.28
M093,2025-01-06,SKU_E,304,41.33
M095,2025-03-24,SKU_D,268,63.64
M083,2025-05-05,SKU_E,364,71.04
M077,2025-05-19,SKU_D,337,59.86
M092,2025-01-06,SKU_C,272,65.32
M023,2025-05-05,SKU_E,165,40.34
M044,2025-03-10,SKU_E,285,76.39
M096,2025-01-06,SKU_D,697,64.61
M041,2025-02-03,SKU_A,300,72.16
M026,2025-05-19,SKU_D,574,54.79
M059,2025-02-17,SKU_A,391,57.57
M061,2025-02-24,SKU_C,337,39.33
M014,2025-05-12,SKU_A,186,70.41
M073,2025-03-24,SKU_A,607,56.78
M083,2025-03-10,SKU_A,455,67.66
M013,2025-03-24,SKU_D,467,58.06
M070,2025-02-10,SKU_C,213,54.8
M098,2025-05-19,SKU_E,460,76.33
M058,2025-01-20,SKU_E,479,45.93
M051,2025-03-24,SKU_C,557,62.94
M064,2025-05-05,SKU_C,387,44.32
M071,2025-02-24,SKU_D,205,54.88
M046,2025-05-19,SKU_A,409,73.16
