PlantID,WeekStart,Product,CapacityUnits,ProductionCostPerUnit
P094,2025-05-12,SKU_E,1661,24.13
P040,2025-04-07,SKU_E,2625,19.22
P030,2025-01-27,SKU_D,2666,31.0
P059,2025-04-07,SKU_D,2285,30.09
P021,2025-01-20,SKU_E,1935,18.81
P064,2025-02-03,SKU_E,2911,17.21
P064,2025-05-05,SKU_E,2138,17.07
P052,2025-01-13,SKU_E,1862,23.71
P049,2025-01-20,SKU_E,2555,16.8
P032,2025-01-27,SKU_A,2668,22.48
P014,2025-04-21,SKU_E,2636,23.43
P008,2025-04-28,SKU_A,1625,14.24
P005,2025-02-17,SKU_E,2422,19.87
P004,2025-04-21,SKU_D,2220,16.23
P099,2025-03-10,SKU_D,3212,22.01
P087,2025-03-03,SKU_D,2111,19.92
P017,2025-01-06,SKU_B,2149,20.75
P066,2025-02-03,SKU_D,1595,14.54
P015,2025-05-05,SKU_D,1867,18.83
P086,2025-03-24,SKU_B,3009,16.71
P089,2025-01-20,SKU_E,2372,21.52
P067,2025-04-07,SKU_A,1891,22.91
P054,2025-02-03,SKU_C,2005,29.81
P061,2025-03-24,SKU_B,2702,13.95
P078,2025-04-28,SKU_D,1576,27.0
P024,2025-04-14,SKU_A,2786,27.89
P021,2025-04-07,SKU_A,2052,16.3
P016,2025-05-12,SKU_C,2024,20.37
P004,2025-02-24,SKU_A,1940,19.97
P029,2025-03-10,SKU_D,2660,25.63
P047,2025-02-17,SKU_A,1744,16.05
P025,2025-01-20,SKU_A,2201,27.61
P022,2025-05-19,SKU_D,1957,29.99
P067,2025-04-21,SKU_C,1642,23.27
P037,2025-03-31,SKU_C,1723,20.53
P074,2025-01-20,SKU_A,2323,18.5
P035,2025-02-03,SKU_E,2520,22.17
P007,2025-03-17,SKU_A,2671,23.04
P084,2025-04-07,SKU_C,1969,28.31
P006,2025-01-27,SKU_D,2525,24.55
P051,2025-02-24,SKU_B,2337,17.09
P084,2025-05-05,SKU_D,2784,29.87
P066,2025-02-10,SKU_E,1631,15.73
P056,2025-02-10,SKU_B,2632,19.37
P057,2025-05-05,SKU_D,3210,19.76
P019,2025-01-27,SKU_C,2595,20.47
P080,2025-03-10,SKU_B,2367,20.11
P036,2025-03-17,SKU_D,2470,21.77
P003,2025-02-10,SKU_A,2582,19.09
P097,2025-03-03,SKU_A,1577,25.2
P096,2025-02-10,SKU_A,1661,20.83
P022,2025-05-12,SKU_D,2140,30.71
P003,2025-05-05,SKU_B,3257,20.54
P006,2025-05-19,SKU_C,2945,23.71
P094,2025-04-28,SKU_B,1263,24.53
P054,2025-02-10,SKU_D,1987,28.58
P042,2025-03-10,SKU_C,2868,29.1
P034,2025-02-10,SKU_B,1879,17.86
P081,2025-01-27,SKU_D,1641,26.58
P024,2025-05-12,SKU_B,3160,30.96
P032,2025-04-28,SKU_E,2350,20.75
P035,2025-03-31,SKU_C,2621,22.06
P097,2025-01-13,SKU_A,1910,25.62
P029,2025-05-05,SKU_B,2694,24.64
P079,2025-03-24,SKU_B,2826,29.73
P020,2025-04-21,SKU_C,2110,26.7
P004,2025-04-14,SKU_E,2260,18.58
P092,2025-04-14,SKU_B,1940,14.47
P066,2025-02-24,SKU_A,1482,15.77
P022,2025-02-17,SKU_C,2118,28.14
P040,2025-05-05,SKU_B,2837,19.26
P014,2025-03-17,SKU_E,2293,19.74
P043,2025-01-13,SKU_C,2295,20.58
P086,2025-04-14,SKU_C,2628,17.64
P088,2025-02-03,SKU_A,3423,19.59
P011,2025-04-14,SKU_D,2431,17.57
P060,2025-03-17,SKU_B,3308,16.09
P009,2025-01-20,SKU_E,2511,19.01
P037,2025-02-17,SKU_C,1904,19.52
P030,2025-03-24,SKU_A,1988,29.47
P064,2025-01-27,SKU_D,2244,19.29
P058,2025-03-17,SKU_D,2691,22.13
P096,2025-01-13,SKU_B,1373,21.32
P081,2025-02-17,SKU_D,1569,25.52
P023,2025-03-24,SKU_E,3155,27.45
P008,2025-04-28,SKU_B,1483,16.42
P075,2025-05-12,SKU_B,1817,15.06
P080,2025-03-17,SKU_A,2197,20.62
P063,2025-03-24,SKU_A,2470,30.36
P042,2025-05-12,SKU_B,3157,28.88
P017,2025-02-03,SKU_B,1922,18.35
P075,2025-02-03,SKU_D,1938,14.66
P043,2025-01-27,SKU_A,2714,20.27
P021,2025-01-13,SKU_E,2196,18.46
P018,2025-03-31,SKU_E,2205,23.64
P074,2025-01-20,SKU_D,2467,17.56
P033,2025-05-05,SKU_B,2851,23.88
P065,2025-02-24,SKU_B,2110,25.17
P035,2025-04-07,SKU_D,2603,21.38
P039,2025-04-07,SKU_D,1696,14.75
P029,2025-04-21,SKU_C,2365,22.06
P063,2025-02-24,SKU_B,2519,27.44
P068,2025-01-06,SKU_C,3350,19.32
P011,2025-03-31,SKU_B,2495,16.99
P031,2025-04-28,SKU_C,1595,22.53
P098,2025-01-06,SKU_C,2257,17.74
P042,2025-05-19,SKU_B,2855,29.05
P030,2025-03-24,SKU_A,1988,29.47
P032,2025-03-24,SKU_A,2682,20.43
P064,2025-03-03,SKU_B,2421,16.89
P058,2025-01-20,SKU_C,2508,19.26
P068,2025-04-14,SKU_C,2690,16.7
P023,2025-02-24,SKU_B,2576,26.62
P085,2025-01-13,SKU_E,1650,29.01
P076,2025-05-19,SKU_A,1970,18.05
P029,2025-05-12,SKU_A,2980,23.61
P047,2025-02-03,SKU_B,2044,15.82
P078,2025-02-24,SKU_B,1264,29.1
P051,2025-05-19,SKU_D,2486,17.18
P081,2025-01-06,SKU_D,1808,23.34
P033,2025-01-27,SKU_D,2342,26.1
P016,2025-02-10,SKU_D,2282,21.22
P051,2025-05-05,SKU_E,3081,16.77
P038,2025-03-03,SKU_A,1263,21.72
P004,2025-02-17,SKU_B,1849,16.79
P072,2025-03-31,SKU_D,2788,17.4
P016,2025-05-05,SKU_A,1837,20.0
P072,2025-01-06,SKU_A,2258,17.74
P083,2025-05-05,SKU_D,2123,26.14
P003,2025-04-28,SKU_B,2396,20.37
P038,2025-03-24,SKU_C,1669,21.29
P062,2025-02-17,SKU_C,1761,25.75
P004,2025-02-24,SKU_B,2318,19.36
P089,2025-02-17,SKU_D,2490,21.06
P072,2025-01-27,SKU_C,2711,19.16
P095,2025-01-20,SKU_B,1940,19.14
P039,2025-01-06,SKU_B,1534,16.53
P062,2025-04-14,SKU_B,1936,26.38
P082,2025-02-24,SKU_D,2655,19.86
P050,2025-04-07,SKU_A,1737,29.96
P025,2025-03-10,SKU_E,2204,28.7
P021,2025-02-10,SKU_E,2516,16.67
P005,2025-02-17,SKU_B,2069,22.34
P094,2025-01-06,SKU_A,1625,21.87
P049,2025-02-17,SKU_C,3261,14.59
P032,2025-03-10,SKU_C,2814,19.03
P047,2025-04-14,SKU_A,1784,17.05
P096,2025-05-12,SKU_C,1383,22.16
P035,2025-02-24,SKU_A,2814,20.6
P022,2025-01-06,SKU_E,1989,29.06
P056,2025-01-13,SKU_D,2815,18.82
P083,2025-01-06,SKU_A,1901,27.01
P091,2025-02-03,SKU_B,2680,19.3
P059,2025-03-24,SKU_A,2361,28.75
P070,2025-01-13,SKU_A,2400,21.0
P045,2025-03-03,SKU_D,2718,14.73
P045,2025-05-05,SKU_B,3275,16.75
P005,2025-04-07,SKU_A,2347,20.86
P063,2025-02-24,SKU_C,2116,27.4
P093,2025-02-10,SKU_A,2105,22.93
P087,2025-05-05,SKU_C,2695,21.24
P067,2025-05-05,SKU_B,1805,23.86
P030,2025-05-05,SKU_D,1953,27.45
P091,2025-03-31,SKU_B,2592,20.35
P065,2025-03-31,SKU_C,1763,24.96
P041,2025-02-24,SKU_E,1828,17.6
P088,2025-03-24,SKU_D,3324,18.26
P062,2025-01-27,SKU_A,1808,22.81
P081,2025-03-24,SKU_D,2022,24.73
P088,2025-04-14,SKU_A,2535,16.6
P061,2025-03-24,SKU_E,2352,15.3
P083,2025-01-27,SKU_A,2181,25.94
P073,2025-03-24,SKU_B,2701,18.62
P043,2025-05-19,SKU_C,1988,20.66
P083,2025-03-24,SKU_B,2247,28.97
P069,2025-03-31,SKU_C,2211,16.35
P084,2025-05-19,SKU_D,2707,28.64
P044,2025-03-24,SKU_A,1786,13.58
P063,2025-04-07,SKU_D,2226,27.69
P008,2025-04-21,SKU_E,2006,17.31
P058,2025-03-24,SKU_B,3286,19.93
P033,2025-05-05,SKU_B,2851,23.88
P062,2025-05-19,SKU_A,1601,26.35
P094,2025-01-20,SKU_D,1620,22.38
P087,2025-03-10,SKU_B,3046,21.74
P025,2025-03-03,SKU_C,1769,29.19
P044,2025-04-07,SKU_B,1616,15.6
P008,2025-01-27,SKU_C,2158,16.59
P078,2025-02-10,SKU_D,1283,27.0
P029,2025-04-07,SKU_E,2983,22.56
P013,2025-01-06,SKU_B,2743,19.45
P035,2025-04-14,SKU_C,2531,19.94
P095,2025-03-03,SKU_B,1886,21.49
P031,2025-05-12,SKU_C,1786,24.5
P057,2025-04-28,SKU_E,3333,20.33
P020,2025-01-06,SKU_D,2312,27.48
P040,2025-05-12,SKU_D,2668,19.78
P009,2025-05-19,SKU_B,2620,17.5
P088,2025-02-03,SKU_C,2901,18.48
P022,2025-04-07,SKU_D,2002,30.28
P080,2025-01-20,SKU_D,2407,21.39
P007,2025-01-06,SKU_C,2184,22.49
P039,2025-02-10,SKU_E,1860,13.69
P019,2025-01-06,SKU_B,1949,17.66
P051,2025-03-10,SKU_A,2162,16.53
P074,2025-01-13,SKU_C,3154,18.2
P018,2025-02-03,SKU_C,3006,25.02
P100,2025-04-14,SKU_A,1859,26.09
P026,2025-04-07,SKU_E,2479,16.24
P019,2025-05-19,SKU_E,1934,17.04
P089,2025-05-05,SKU_D,2183,18.74
P033,2025-01-13,SKU_C,2983,24.82
P024,2025-02-10,SKU_C,2379,29.0
P002,2025-02-17,SKU_E,3375,30.13
P098,2025-05-05,SKU_E,2239,17.39
P034,2025-03-03,SKU_C,2409,16.93
P013,2025-04-07,SKU_D,2957,19.38
P046,2025-02-03,SKU_D,3499,24.42
P018,2025-01-13,SKU_C,3157,24.4
P100,2025-02-03,SKU_B,1537,22.9
P041,2025-02-03,SKU_A,1765,16.64
P066,2025-02-03,SKU_C,1325,15.36
P074,2025-02-24,SKU_E,3233,17.33
P026,2025-03-17,SKU_B,2043,17.91
P031,2025-03-31,SKU_D,1562,23.41
P090,2025-03-03,SKU_C,1838,23.78
P010,2025-02-24,SKU_B,3422,17.83
P098,2025-01-27,SKU_D,2318,19.57
P091,2025-03-24,SKU_B,2608,18.08
P038,2025-04-21,SKU_C,1504,22.05
P021,2025-03-03,SKU_B,2067,15.92
P069,2025-04-14,SKU_E,2330,18.74
P030,2025-03-24,SKU_D,2176,28.25
P084,2025-01-13,SKU_D,2372,28.6
P034,2025-04-14,SKU_B,1777,15.9
P064,2025-02-24,SKU_E,2872,15.86
P094,2025-04-21,SKU_C,1616,24.58
P038,2025-04-14,SKU_C,1364,19.85
P075,2025-02-03,SKU_A,2033,15.96
P035,2025-03-24,SKU_D,2522,19.97
P072,2025-03-24,SKU_A,3235,15.31
P022,2025-03-03,SKU_B,2073,28.55
P088,2025-01-13,SKU_D,2498,19.62
P044,2025-02-03,SKU_D,1954,16.32
P019,2025-04-28,SKU_E,2435,18.73
P005,2025-05-19,SKU_C,2489,22.99
P088,2025-04-07,SKU_C,2731,19.64
P024,2025-03-31,SKU_D,2633,30.61
P057,2025-03-17,SKU_C,3378,19.3
P060,2025-02-17,SKU_B,2619,16.17
P020,2025-04-21,SKU_A,1917,28.62
P082,2025-03-17,SKU_E,2927,21.68
P069,2025-01-06,SKU_E,1793,19.63
P050,2025-01-06,SKU_E,2557,30.67
P043,2025-02-03,SKU_B,2056,23.48
P068,2025-02-10,SKU_D,2706,18.3
P031,2025-03-03,SKU_A,1400,21.11
P011,2025-02-10,SKU_C,1818,19.19
P010,2025-02-24,SKU_D,2521,19.65
P019,2025-03-31,SKU_B,1867,18.24
P075,2025-03-10,SKU_C,1684,14.0
P020,2025-04-28,SKU_D,1862,27.64
P069,2025-02-17,SKU_C,2179,19.82
P046,2025-02-17,SKU_A,3301,22.29
P077,2025-04-07,SKU_B,1892,21.5
P076,2025-01-27,SKU_B,1894,19.04
P093,2025-04-28,SKU_B,2449,24.39
P027,2025-01-27,SKU_C,2050,27.71
P009,2025-04-14,SKU_E,2367,19.31
P003,2025-02-24,SKU_B,3088,17.77
P013,2025-02-17,SKU_A,2243,22.81
P079,2025-04-07,SKU_D,2556,28.14
P003,2025-03-10,SKU_A,2554,18.53
P088,2025-05-12,SKU_A,2527,16.74
P093,2025-04-14,SKU_A,2098,23.57
P055,2025-04-21,SKU_C,1650,26.45
P009,2025-01-06,SKU_A,2283,17.37
P058,2025-05-19,SKU_C,3138,22.69
P006,2025-02-10,SKU_C,2635,25.63
P017,2025-01-27,SKU_D,2382,18.59
P088,2025-04-07,SKU_B,2873,17.12
P100,2025-01-13,SKU_A,1847,25.92
P014,2025-04-21,SKU_D,2048,19.71
P091,2025-05-12,SKU_B,2340,21.49
P050,2025-02-17,SKU_D,2197,31.18
P025,2025-01-27,SKU_C,2071,29.74
P022,2025-03-10,SKU_D,2191,26.96
P088,2025-01-06,SKU_D,2338,19.19
P041,2025-01-20,SKU_D,1915,17.78
P090,2025-02-17,SKU_D,1737,21.22
P053,2025-04-21,SKU_E,2779,30.45
P017,2025-01-06,SKU_E,1893,22.15
P008,2025-05-12,SKU_A,1997,16.17
P022,2025-01-13,SKU_C,2364,28.73
P085,2025-02-03,SKU_C,1411,29.7
P034,2025-02-17,SKU_A,1929,18.11
P036,2025-05-05,SKU_E,3078,24.43
P037,2025-03-10,SKU_E,2260,20.69
P083,2025-04-07,SKU_E,1903,26.79
P088,2025-04-14,SKU_E,3430,18.72
P029,2025-01-13,SKU_E,2045,24.7
P044,2025-04-21,SKU_A,1556,15.18
P066,2025-02-10,SKU_D,1833,13.71
P015,2025-05-12,SKU_C,1369,20.02
P070,2025-01-06,SKU_A,2770,21.76
P011,2025-05-12,SKU_D,1733,20.42
P098,2025-03-31,SKU_B,2227,19.43
P092,2025-04-21,SKU_D,2258,17.55
P091,2025-04-28,SKU_C,2809,18.87
P065,2025-01-13,SKU_E,2117,27.32
P059,2025-03-03,SKU_A,1766,28.77
P051,2025-04-28,SKU_B,2918,17.42
P059,2025-03-10,SKU_D,2196,27.82
P084,2025-05-05,SKU_C,2307,27.9
P001,2025-02-10,SKU_E,2987,27.94
P029,2025-02-24,SKU_A,2093,23.4
P091,2025-01-13,SKU_E,2477,20.34
P063,2025-02-17,SKU_B,2841,27.58
P073,2025-01-13,SKU_D,2510,21.32
P069,2025-04-14,SKU_D,1856,17.06
P078,2025-01-27,SKU_D,1826,29.91
P013,2025-04-21,SKU_A,2229,21.26
P070,2025-01-13,SKU_A,2400,21.0
P070,2025-03-03,SKU_D,2563,18.32
P083,2025-01-06,SKU_E,2337,25.57
P034,2025-04-07,SKU_E,1947,15.42
P074,2025-04-28,SKU_D,2951,18.64
P077,2025-03-17,SKU_A,2088,24.24
P088,2025-02-10,SKU_E,2851,20.05
P064,2025-01-06,SKU_C,2224,18.36
P010,2025-01-27,SKU_C,3221,20.88
P072,2025-03-10,SKU_B,2484,17.68
P037,2025-01-13,SKU_D,2264,19.33
P076,2025-05-19,SKU_B,2184,17.59
P067,2025-03-10,SKU_B,1471,21.27
P054,2025-03-31,SKU_E,1910,30.54
P057,2025-02-17,SKU_C,2684,17.67
P017,2025-03-17,SKU_C,1851,19.09
P056,2025-04-28,SKU_A,2482,21.79
P009,2025-03-24,SKU_A,2913,18.39
P052,2025-01-13,SKU_C,1926,24.82
P090,2025-03-24,SKU_C,1642,23.64
P085,2025-02-10,SKU_E,1655,28.61
P027,2025-05-05,SKU_A,2088,25.17
P033,2025-01-13,SKU_A,2187,25.97
P003,2025-02-10,SKU_B,2946,20.43
P069,2025-05-12,SKU_C,1715,16.86
P048,2025-03-17,SKU_B,2275,23.95
P095,2025-03-10,SKU_B,2261,22.07
P041,2025-02-03,SKU_B,1832,16.21
P086,2025-03-24,SKU_C,2838,18.52
P066,2025-03-24,SKU_A,1411,13.96
P073,2025-02-10,SKU_D,2290,18.36
P063,2025-01-20,SKU_B,2276,28.0
P093,2025-02-17,SKU_E,2265,24.7
P067,2025-04-07,SKU_A,1891,22.91
P033,2025-01-20,SKU_E,2631,26.03
P046,2025-02-10,SKU_D,2662,23.2
P017,2025-05-05,SKU_A,1918,20.62
P015,2025-03-24,SKU_C,1363,18.89
P034,2025-01-20,SKU_A,2128,17.65
P032,2025-04-14,SKU_C,2967,21.74
P015,2025-02-17,SKU_B,1608,21.07
P021,2025-01-13,SKU_A,2085,16.66
P096,2025-01-06,SKU_C,1271,21.36
P086,2025-04-21,SKU_D,2781,18.08
P029,2025-05-05,SKU_A,2828,23.49
P025,2025-04-28,SKU_E,1905,28.0
P029,2025-04-14,SKU_B,2950,25.37
P011,2025-03-10,SKU_A,1854,18.58
P078,2025-03-17,SKU_A,1306,28.9
P002,2025-02-10,SKU_E,2519,28.55
P050,2025-04-07,SKU_E,2511,29.83
P056,2025-03-17,SKU_D,2374,19.54
P017,2025-02-03,SKU_C,2323,20.46
P049,2025-04-14,SKU_C,2891,15.51
P024,2025-01-27,SKU_A,3208,27.72
P029,2025-03-17,SKU_A,2231,24.91
P042,2025-03-17,SKU_E,2532,26.53
P017,2025-03-24,SKU_B,2465,20.63
P015,2025-04-14,SKU_D,1444,20.97
P100,2025-05-19,SKU_D,1718,24.18
P057,2025-01-27,SKU_A,2443,20.66
P070,2025-02-10,SKU_B,2360,21.62
P057,2025-02-10,SKU_C,2485,21.46
P026,2025-03-03,SKU_E,1988,18.76
P022,2025-05-12,SKU_B,1697,30.82
P025,2025-04-28,SKU_E,1905,28.0
P063,2025-02-03,SKU_C,2677,28.73
P058,2025-05-19,SKU_C,3138,22.69
P047,2025-01-06,SKU_E,1999,14.97
P024,2025-02-17,SKU_D,2646,30.42
P032,2025-01-20,SKU_A,2755,20.03
P091,2025-02-24,SKU_A,2444,18.42
P099,2025-03-10,SKU_A,3049,22.74
P051,2025-01-27,SKU_B,2735,13.86
P100,2025-03-24,SKU_D,1909,23.19
P084,2025-04-28,SKU_C,2225,26.83
P002,2025-01-27,SKU_A,2584,29.37
P086,2025-03-24,SKU_C,2838,18.52
P005,2025-02-24,SKU_C,1917,22.96
P069,2025-02-17,SKU_C,2179,19.82
P058,2025-02-10,SKU_A,2884,22.79
P016,2025-02-10,SKU_C,2419,18.75
P071,2025-03-24,SKU_A,1803,28.2
P067,2025-03-24,SKU_A,1841,22.65
P045,2025-02-17,SKU_D,3176,18.4
P094,2025-05-05,SKU_D,1687,24.69
P006,2025-04-07,SKU_A,2686,25.35
P034,2025-02-03,SKU_D,2372,18.74
P018,2025-05-12,SKU_E,2961,22.5
P087,2025-01-13,SKU_C,2311,23.27
P044,2025-03-17,SKU_C,2018,14.92
P096,2025-01-13,SKU_D,1707,22.0
P045,2025-05-12,SKU_A,3171,15.6
P037,2025-02-17,SKU_E,1863,19.36
P079,2025-02-17,SKU_C,3144,27.37
P026,2025-04-21,SKU_A,2765,19.75
P089,2025-04-14,SKU_B,2963,21.05
P063,2025-05-05,SKU_E,2206,28.55
P062,2025-04-21,SKU_E,2308,25.5
P058,2025-04-07,SKU_D,2625,20.5
P081,2025-05-12,SKU_D,1692,27.22
P097,2025-04-21,SKU_D,2042,26.22
P064,2025-04-07,SKU_C,2639,17.53
P019,2025-02-24,SKU_C,2221,17.88
P044,2025-01-13,SKU_C,1898,15.61
P081,2025-05-05,SKU_B,1806,26.47
P041,2025-04-21,SKU_C,1540,16.81
P014,2025-01-13,SKU_E,1952,22.63
P079,2025-01-06,SKU_C,3003,28.2
P084,2025-04-14,SKU_C,2799,28.82
P029,2025-05-19,SKU_C,2858,22.66
P059,2025-03-31,SKU_D,1695,28.52
P051,2025-01-06,SKU_D,2263,14.97
P045,2025-02-17,SKU_D,3176,18.4
P059,2025-01-13,SKU_D,2111,28.09
P023,2025-02-24,SKU_A,3062,28.5
P018,2025-05-19,SKU_A,2830,22.69
P005,2025-05-19,SKU_E,2596,20.76
P008,2025-03-03,SKU_C,1744,17.31
P015,2025-02-17,SKU_A,1963,19.85
P040,2025-01-20,SKU_D,2372,21.58
P046,2025-02-17,SKU_E,2860,22.88
P076,2025-03-17,SKU_E,2438,19.28
P098,2025-01-06,SKU_B,2147,20.8
P034,2025-03-10,SKU_A,2027,16.17
P053,2025-01-27,SKU_A,2633,29.88
P095,2025-03-24,SKU_D,2470,19.9
P081,2025-05-19,SKU_A,1810,26.74
P056,2025-05-12,SKU_D,2411,18.97
P056,2025-02-10,SKU_B,2632,19.37
P099,2025-01-27,SKU_C,2222,20.86
P069,2025-01-06,SKU_D,2220,16.73
P034,2025-03-10,SKU_E,2165,19.02
P079,2025-02-17,SKU_C,3144,27.37
P019,2025-01-06,SKU_A,2008,18.7
P094,2025-01-06,SKU_B,1370,23.53
P092,2025-02-24,SKU_C,1956,17.71
P065,2025-05-12,SKU_C,1770,28.42
P069,2025-03-31,SKU_C,2211,16.35
P060,2025-03-10,SKU_E,2763,16.59
P025,2025-01-06,SKU_D,1678,30.39
P023,2025-03-24,SKU_D,2912,26.99
P078,2025-01-20,SKU_E,1362,28.17
P043,2025-03-17,SKU_D,1882,20.73
P060,2025-04-14,SKU_E,2576,15.09
P050,2025-03-24,SKU_A,2485,30.81
P058,2025-03-03,SKU_E,2732,19.16
P026,2025-02-03,SKU_A,2692,16.21
P064,2025-01-27,SKU_A,2656,19.41
P034,2025-02-10,SKU_A,2444,15.42
P048,2025-01-27,SKU_D,2984,24.44
P100,2025-05-05,SKU_A,1756,25.58
P097,2025-05-12,SKU_C,2036,26.5
P011,2025-03-17,SKU_D,1815,19.45
P034,2025-01-27,SKU_D,2307,17.67
P030,2025-02-24,SKU_B,2755,28.54
P016,2025-05-12,SKU_D,2240,20.26
P092,2025-05-12,SKU_D,2717,15.94
P029,2025-02-17,SKU_B,2440,25.49
P098,2025-02-17,SKU_A,1932,17.69
P086,2025-04-14,SKU_C,2628,17.64
P054,2025-01-13,SKU_B,1589,28.14
P014,2025-04-21,SKU_C,2008,21.29
P078,2025-03-17,SKU_D,1339,28.57
P017,2025-03-03,SKU_D,1892,20.96
P025,2025-05-05,SKU_D,1820,29.57
P041,2025-03-31,SKU_A,1328,16.68
P089,2025-03-31,SKU_B,2975,19.66
P094,2025-02-10,SKU_D,1274,22.85
P007,2025-03-24,SKU_A,3011,20.65
P012,2025-04-14,SKU_E,2353,17.61
P030,2025-01-20,SKU_E,2510,27.61
P079,2025-03-31,SKU_A,3170,27.76
P074,2025-04-28,SKU_D,2951,18.64
P067,2025-01-13,SKU_C,1618,21.08
P045,2025-01-13,SKU_E,2229,15.25
P086,2025-01-20,SKU_D,3388,16.74
P066,2025-02-24,SKU_D,1526,15.06
P060,2025-04-21,SKU_E,3058,17.78
P090,2025-05-05,SKU_D,1839,23.87
P060,2025-02-10,SKU_C,3395,16.69
P025,2025-01-13,SKU_C,1718,27.92
P015,2025-01-13,SKU_C,1583,19.39
P034,2025-04-14,SKU_C,2074,16.76
P060,2025-01-20,SKU_A,2661,14.37
P098,2025-02-17,SKU_D,2364,18.74
P011,2025-05-05,SKU_A,1760,20.15
P049,2025-01-06,SKU_C,2669,14.55
P001,2025-01-27,SKU_B,3090,27.2
P063,2025-02-03,SKU_D,2473,27.51
P025,2025-02-17,SKU_E,1996,30.87
P017,2025-01-20,SKU_A,2449,20.84
P071,2025-03-17,SKU_B,2568,29.56
P040,2025-01-27,SKU_B,2454,19.07
P080,2025-05-19,SKU_B,2053,22.73
P063,2025-05-05,SKU_D,2390,30.61
P010,2025-02-24,SKU_E,3126,19.9
P064,2025-03-10,SKU_A,2546,18.41
P050,2025-02-10,SKU_A,2525,29.01
P027,2025-02-10,SKU_E,2532,25.49
P013,2025-01-20,SKU_A,2391,19.92
P087,2025-05-19,SKU_A,2959,23.39
P068,2025-05-12,SKU_B,2819,18.66
P060,2025-02-10,SKU_C,3395,16.69
P027,2025-03-10,SKU_E,1891,27.6
P068,2025-03-31,SKU_A,3278,17.6
P040,2025-02-17,SKU_D,2154,18.67
P091,2025-01-06,SKU_C,2932,20.38
P010,2025-01-20,SKU_B,2544,18.92
P049,2025-02-24,SKU_C,2619,17.33
P009,2025-02-24,SKU_D,3285,19.16
P017,2025-02-03,SKU_A,2242,21.07
P039,2025-03-10,SKU_B,1625,13.53
P082,2025-03-10,SKU_A,2530,20.64
P051,2025-04-14,SKU_D,2440,16.92
P094,2025-03-31,SKU_E,1671,25.56
P088,2025-02-24,SKU_D,2629,18.91
P009,2025-03-03,SKU_D,2886,19.6
P051,2025-02-03,SKU_E,2576,13.64
P049,2025-04-21,SKU_D,3188,16.6
P002,2025-01-20,SKU_D,3290,28.49
P091,2025-01-06,SKU_D,2466,20.59
P002,2025-04-07,SKU_C,2912,26.87
P068,2025-01-06,SKU_E,3385,19.19
P041,2025-02-03,SKU_C,1632,17.46
P041,2025-04-21,SKU_E,1815,17.83
P082,2025-05-19,SKU_D,2495,20.9
P033,2025-01-06,SKU_E,2171,24.38
P073,2025-04-28,SKU_A,2480,19.88
P087,2025-01-13,SKU_B,2739,21.86
P020,2025-01-06,SKU_A,2054,27.19
P078,2025-03-24,SKU_B,1493,29.12
P031,2025-03-31,SKU_B,1703,23.28
P064,2025-03-24,SKU_C,2618,16.29
P079,2025-02-10,SKU_E,2683,27.64
P014,2025-04-07,SKU_A,2174,23.18
P025,2025-01-20,SKU_D,1684,29.72
P091,2025-04-28,SKU_A,2461,20.64
P028,2025-02-17,SKU_B,1791,22.47
P048,2025-05-12,SKU_E,2702,25.64
P011,2025-04-14,SKU_E,1737,19.51
P084,2025-05-12,SKU_B,2283,30.28
P028,2025-01-27,SKU_D,2185,23.89
P019,2025-02-03,SKU_B,2583,17.24
P038,2025-02-17,SKU_B,1572,21.16
P083,2025-04-07,SKU_D,2456,26.57
P088,2025-03-31,SKU_A,3208,18.83
P017,2025-04-28,SKU_E,2410,21.69
P040,2025-03-24,SKU_D,2322,21.32
P091,2025-05-05,SKU_E,2596,20.56
P033,2025-02-10,SKU_E,2358,25.61
P038,2025-04-14,SKU_A,1648,19.35
P048,2025-02-03,SKU_C,2669,25.19
P025,2025-04-28,SKU_C,1637,30.44
P065,2025-03-24,SKU_B,2409,28.61
P005,2025-03-17,SKU_B,2066,22.26
P048,2025-01-27,SKU_D,2984,24.44
P009,2025-03-03,SKU_A,2757,17.88
P017,2025-02-10,SKU_E,2037,21.53
P033,2025-01-20,SKU_A,2236,24.34
P087,2025-03-10,SKU_C,2797,23.18
P055,2025-01-20,SKU_B,1736,25.5
P074,2025-04-07,SKU_D,2512,19.07
P007,2025-03-24,SKU_C,2288,22.93
P080,2025-04-21,SKU_E,2063,22.61
P062,2025-04-21,SKU_E,2308,25.5
P082,2025-02-03,SKU_A,2619,22.04
P062,2025-01-27,SKU_A,1808,22.81
P042,2025-02-17,SKU_B,2776,26.83
P068,2025-03-03,SKU_C,2665,15.65
P080,2025-04-21,SKU_A,2446,21.38
P037,2025-05-12,SKU_C,1846,22.47
P044,2025-04-21,SKU_A,1556,15.18
P034,2025-04-28,SKU_A,2281,16.95
P048,2025-01-20,SKU_A,2366,27.13
P028,2025-04-21,SKU_B,1977,21.48
P075,2025-02-03,SKU_A,2033,15.96
P079,2025-01-06,SKU_C,3003,28.2
P098,2025-02-03,SKU_A,2108,20.85
P025,2025-03-31,SKU_E,1902,29.24
P099,2025-05-12,SKU_A,2320,20.85
P020,2025-01-13,SKU_D,1782,27.03
P029,2025-03-24,SKU_D,2241,21.98
P055,2025-03-10,SKU_A,1524,24.96
P035,2025-04-21,SKU_D,3077,18.85
