Plant,Market,Cost
P033,M026,21.92
P033,M027,31.0
P033,M028,9.05
P033,M029,12.93
P033,M030,30.06
P033,M032,18.56
P033,M033,16.57
P033,M034,24.4
P033,M035,34.47
P033,M036,9.55
P033,M037,28.43
P033,M038,8.45
P033,M039,31.81
P033,M040,13.21
P033,M041,27.639999999999997
P033,M042,32.8
P033,M043,23.23
P033,M044,41.29
P033,M045,35.61
P033,M046,30.16
P033,M047,15.85
P033,M050,20.18
P033,M051,18.16
P033,M052,32.56
P033,M054,15.41
P033,M055,10.93
P033,M056,35.53
P033,M057,18.36
P033,M058,41.18
P033,M060,11.75
P033,M061,23.67
P033,M063,11.39
P033,M064,24.97
P033,M065,15.84
P033,M066,6.56
P033,M067,5.99
P033,M068,31.99
P033,M069,11.68
P033,M070,40.39
P033,M071,28.07
P033,M072,6.45
P033,M073,18.58
P033,M074,30.44
P033,M075,36.45
P033,M076,15.53
P033,M077,8.45
P033,M078,5.41
P033,M079,15.62
P033,M080,6.95
P033,M082,7.31
P033,M083,32.85
P033,M085,30.28
P033,M086,15.99
P033,M087,11.34
P033,M088,22.55
P033,M089,35.51
P033,M090,40.0
P033,M091,15.1
P033,M092,11.96
P033,M093,25.399999999999995
P033,M095,25.03
P033,M096,8.47
P033,M097,18.73
P033,M099,16.23
P034,M001,38.78
P034,M002,15.79
P034,M003,16.14
P034,M004,28.45
P034,M005,17.97
P034,M006,28.54
P034,M007,14.68
P034,M009,4.79
P034,M010,34.12
P034,M011,25.53
P034,M012,26.15
P034,M014,7.87
P034,M015,26.38
P034,M016,22.76
P034,M017,26.25
P034,M018,27.41
P034,M019,4.84
P034,M020,29.41
P034,M021,38.8
P034,M023,30.2
P034,M024,14.83
P034,M025,6.64
P034,M026,7.66
P034,M027,15.06
P034,M028,30.429999999999996
P034,M029,20.3
P034,M030,15.86
P034,M031,6.58
P034,M032,11.78
P034,M033,16.9
P034,M034,25.47
P034,M035,18.12
P034,M037,21.14
P034,M038,18.56
P034,M040,35.03
P034,M041,31.2
P034,M042,6.63
P034,M043,4.19
P034,M044,25.83
P034,M045,25.5
P034,M046,20.52
P034,M047,23.17
P034,M048,20.44
P034,M049,20.91
P034,M050,36.43
P034,M052,32.15
P034,M053,26.31
P034,M054,6.43
P034,M055,6.38
P034,M056,40.7
P034,M057,37.54
P034,M059,29.959999999999997
P034,M060,22.73
P034,M061,8.96
P034,M062,16.7
P034,M063,33.81
P034,M064,39.81
P034,M066,21.03
P034,M067,9.3
P034,M068,22.03
P034,M069,5.89
P034,M070,35.86
P034,M071,39.44
P034,M072,7.95
P034,M073,10.98
P034,M074,6.02
P034,M075,9.86
P034,M076,20.26
P034,M077,26.11
P034,M079,40.4
P034,M080,24.35
P034,M082,4.89
P034,M083,36.85
P034,M084,31.79
P034,M085,33.56
P034,M086,31.71
P034,M087,25.98
P034,M089,16.02
P034,M090,39.47
P034,M092,33.12
P034,M093,37.62
P034,M094,15.28
P034,M095,31.89
P034,M096,4.26
P034,M097,15.45
P034,M098,19.27
P034,M099,37.33
P034,M100,20.92
P035,M002,19.75
P035,M003,26.31
P035,M004,33.43
P035,M005,35.57
P035,M006,25.17
P035,M010,21.73
P035,M011,37.33
P035,M012,11.65
P035,M014,34.94
P035,M016,7.55
P035,M017,35.74
P035,M018,26.91
P035,M019,25.09
P035,M020,38.34
P035,M022,4.65
P035,M024,15.54
P035,M025,18.27
P035,M026,29.01
P035,M027,24.97
P035,M028,11.57
P035,M029,25.47
P035,M030,25.96
P035,M031,40.08
P035,M032,8.21
P035,M033,39.04
P035,M034,8.64
P035,M035,11.71
P035,M036,26.17
P035,M038,7.010000000000001
P035,M039,16.06
P035,M040,18.18
P035,M041,33.62
P035,M042,40.38
P035,M043,27.02
P035,M044,36.1
P035,M045,8.53
P035,M046,18.87
P035,M047,18.48
P035,M049,39.93
P035,M050,13.03
P035,M051,11.68
P035,M052,5.9
P035,M054,12.79
P035,M056,41.58
P035,M057,22.08
P035,M059,13.83
P035,M060,18.24
P035,M061,25.44
P035,M062,37.1
P035,M063,28.42
P035,M064,10.44
P035,M066,22.209999999999997
P035,M067,7.42
P035,M068,40.62
P035,M069,35.41
P035,M070,35.96
P035,M071,12.199999999999998
P035,M072,25.51
P035,M073,20.5
P035,M074,4.65
P035,M075,39.17
P035,M077,23.06
P035,M079,23.790000000000003
P035,M080,28.56
P035,M082,17.29
P035,M083,20.63
P035,M084,32.43
P035,M085,16.61
P035,M086,37.54
P035,M087,36.36
P035,M088,20.66
P035,M089,15.82
P035,M090,35.35
P035,M091,30.79
P035,M092,6.32
P035,M094,18.27
P035,M096,26.49
P035,M097,19.13
P035,M098,18.55
P035,M099,5.33
P035,M100,18.39
P036,M001,7.9
P036,M002,30.88
P036,M003,9.91
P036,M004,27.06
P036,M005,17.29
P036,M006,12.42
P036,M007,9.9
P036,M008,35.7
P036,M009,12.17
P036,M010,7.52
P036,M011,5.14
P036,M012,7.38
P036,M013,13.0
P036,M014,23.97
P036,M015,30.709999999999997
P036,M016,28.27
P036,M017,18.24
P036,M019,22.75
P036,M020,41.29
P036,M021,25.33
P036,M022,34.97
P036,M023,35.82
P036,M024,31.209999999999997
P036,M025,7.84
P036,M026,32.16
P036,M027,11.05
P036,M028,14.050000000000002
P036,M029,26.63
P036,M030,35.45
P036,M031,22.39
P036,M032,20.49
P036,M033,15.23
P036,M034,13.36
P036,M035,6.590000000000001
P036,M037,36.28
P036,M038,32.85
P036,M039,34.1
P036,M040,41.22
P036,M042,23.74
P036,M043,30.85
P036,M044,40.57
P036,M045,34.43
P036,M047,9.53
P036,M048,38.67
P036,M049,34.52
P036,M050,39.79
P036,M051,39.85
P036,M052,37.3
P036,M053,33.73
P036,M054,37.63
P036,M055,17.29
P036,M057,39.39
P036,M060,22.92
P036,M061,32.04
P036,M062,12.06
P036,M063,11.66
P036,M064,4.55
P036,M066,24.58
P036,M067,3.19
P036,M068,20.05
P036,M069,8.7
P036,M070,16.53
P036,M071,11.89
P036,M072,9.89
P036,M073,30.4
P036,M074,7.27
P036,M075,35.93
P036,M076,26.49
P036,M077,4.8
P036,M078,15.38
P036,M080,24.42
P036,M081,9.35
P036,M082,28.18
P036,M083,7.21
P036,M084,12.56
P036,M085,15.72
P036,M086,29.380000000000003
P036,M087,37.93
P036,M088,30.39
P036,M089,6.58
P036,M090,36.24
P036,M091,11.91
P036,M092,10.34
P036,M093,11.0
P036,M094,3.17
P036,M095,3.73
P036,M096,10.51
P036,M098,22.69
P036,M099,7.84
P036,M100,20.23
P037,M001,38.57
P037,M002,24.62
P037,M003,4.67
P037,M004,26.27
P037,M005,28.08
P037,M006,28.21
P037,M007,28.34
P037,M008,27.2
P037,M010,24.02
P037,M011,33.06
P037,M012,18.53
P037,M014,5.27
P037,M016,30.52
P037,M017,37.15
P037,M018,19.74
P037,M019,9.69
P037,M020,9.39
P037,M021,37.15
P037,M022,39.57
P037,M024,41.9
P037,M025,13.05
P037,M026,22.91
P037,M027,33.79
P037,M028,16.53
P037,M030,4.69
P037,M031,9.67
P037,M032,20.84
P037,M033,21.32
P037,M034,27.18
P037,M035,26.88
P037,M036,31.27
P037,M038,23.52
P037,M040,34.57
P037,M041,26.62
P037,M043,38.18
P037,M044,34.84
P037,M045,26.8
P037,M046,4.92
P037,M047,26.37
P037,M048,28.71
P037,M049,30.94
P037,M051,9.99
P037,M052,28.83
P037,M053,32.51
P037,M054,28.64
P037,M055,24.17
P037,M056,27.33
P037,M057,18.35
P037,M058,25.99
P037,M060,27.11
P037,M061,26.47
P037,M062,12.92
P037,M063,36.71
P037,M064,29.070000000000004
P037,M065,41.31
P037,M066,15.65
P037,M068,19.33
P037,M069,39.07
P037,M070,32.93
P037,M071,35.53
P037,M072,19.81
P037,M073,34.81
P037,M074,10.800000000000002
P037,M075,33.94
P037,M076,35.64
P037,M078,10.14
P037,M079,29.61
P037,M080,12.16
P037,M081,8.61
P037,M082,15.97
P037,M083,35.01
P037,M084,34.44
P037,M085,5.81
P037,M087,24.93
P037,M088,36.22
P037,M089,26.82
P037,M091,5.22
P037,M093,20.63
P037,M094,3.7999999999999994
P037,M096,18.28
P037,M097,9.76
P037,M098,27.65
P037,M100,38.38
P038,M001,25.42
P038,M002,38.33
P038,M003,22.9
P038,M004,13.67
P038,M006,34.84
P038,M007,16.06
P038,M008,7.22
P038,M009,38.12
P038,M010,39.83
P038,M011,15.02
P038,M012,18.76
P038,M013,14.32
P038,M014,14.18
P038,M015,28.17
P038,M016,25.19
P038,M018,15.449999999999998
P038,M019,5.42
P038,M020,34.09
P038,M021,31.9
P038,M022,33.03
P038,M023,23.320000000000004
P038,M024,13.42
P038,M025,12.26
P038,M026,29.95
P038,M027,10.79
P038,M028,20.89
P038,M030,34.18
P038,M031,20.18
P038,M032,41.41
P038,M033,20.12
P038,M034,12.63
P038,M036,19.57
P038,M037,22.87
P038,M038,34.65
P038,M039,31.79
P038,M040,31.76
P038,M041,25.82
P038,M042,16.95
P038,M043,6.51
P038,M044,21.350000000000005
P038,M045,40.92
P038,M046,40.66
P038,M047,34.35
P038,M048,32.98
P038,M049,14.57
P038,M050,14.06
P038,M051,22.26
P038,M052,36.76
P038,M053,18.87
P038,M054,17.66
P038,M056,35.75
P038,M057,10.56
P038,M058,40.03
P038,M059,27.36
P038,M060,25.0
P038,M061,9.24
P038,M063,15.42
P038,M065,28.31
P038,M066,19.87
P038,M067,19.19
P038,M068,19.59
P038,M069,10.1
P038,M070,39.95
P038,M071,27.49
P038,M072,4.44
P038,M073,27.899999999999995
P038,M075,36.12
P038,M076,38.65
P038,M077,26.59
P038,M078,24.74
P038,M080,8.22
P038,M081,37.02
P038,M082,31.59
P038,M083,27.54
P038,M084,34.29
P038,M085,25.67
P038,M086,36.86
P038,M088,10.46
P038,M089,24.65
P038,M090,16.92
P038,M091,27.14
P038,M092,28.35
P038,M093,25.95
P038,M094,31.2
P038,M095,19.97
P038,M096,6.510000000000001
P038,M097,30.22
P038,M098,22.66
P038,M099,26.63
P038,M100,27.75
P039,M002,20.48
P039,M003,26.91
P039,M005,41.89
P039,M006,37.05
P039,M007,18.8
P039,M008,12.35
P039,M009,25.37
P039,M010,16.26
P039,M011,14.99
P039,M012,10.99
P039,M013,23.649999999999995
P039,M014,35.71
P039,M015,30.58
P039,M016,32.74
P039,M018,38.39
P039,M019,27.27
P039,M020,8.53
P039,M021,35.42
P039,M022,36.31
P039,M023,29.84
P039,M024,16.46
P039,M025,24.19
P039,M026,20.14
P039,M027,8.86
P039,M028,27.67
P039,M029,27.01
P039,M030,17.27
P039,M031,39.22
P039,M032,14.53
P039,M033,22.5
P039,M035,15.1
P039,M036,3.72
P039,M037,3.32
P039,M038,29.04
P039,M040,37.89
P039,M041,33.69
P039,M042,8.42
P039,M044,34.85
P039,M045,23.01
P039,M046,32.89
P039,M047,30.47
P039,M048,27.869999999999997
P039,M049,25.7
P039,M050,22.63
P039,M051,15.520000000000001
P039,M052,2.78
P039,M053,15.81
P039,M054,38.57
P039,M055,14.3
P039,M056,28.7
P039,M057,8.79
P039,M058,13.31
P039,M059,30.29
P039,M061,35.94
P039,M062,3.24
P039,M063,28.16
P039,M065,24.02
P039,M067,35.75
P039,M068,38.13
P039,M069,21.11
P039,M070,35.71
P039,M071,22.83
P039,M072,27.28
P039,M073,9.74
P039,M074,19.62
P039,M075,14.76
P039,M076,18.68
P039,M078,23.679999999999996
P039,M079,36.75
P039,M080,17.18
P039,M081,22.55
P039,M082,34.44
P039,M083,14.57
P039,M084,3.98
P039,M085,26.55
P039,M086,28.4
P039,M087,6.43
P039,M089,33.09
P039,M090,16.37
P039,M091,23.31
P039,M092,7.89
P039,M093,4.43
P039,M094,35.41
P039,M095,30.76
P039,M096,14.1
P039,M098,30.45
P039,M099,26.8
P039,M100,32.39
P040,M001,39.37
P040,M002,4.2
P040,M003,23.290000000000003
P040,M004,17.19
P040,M005,9.08
P040,M006,28.14
P040,M007,41.48
P040,M008,17.79
P040,M009,6.88
P040,M010,22.8
P040,M012,25.209999999999997
P040,M013,9.46
P040,M014,10.74
P040,M015,21.68
P040,M016,38.46
P040,M017,10.34
P040,M018,40.43
P040,M019,30.26
P040,M021,40.79
P040,M022,11.84
P040,M023,24.12
P040,M024,4.69
P040,M025,28.54
P040,M026,11.61
P040,M028,38.38
P040,M029,5.26
P040,M030,16.51
P040,M031,10.78
P040,M032,26.45
P040,M034,41.43
P040,M035,19.04
P040,M036,5.14
P040,M037,35.95
P040,M038,26.67
P040,M041,37.77
P040,M042,7.760000000000001
P040,M043,21.82
P040,M044,6.05
P040,M046,10.33
P040,M047,36.92
P040,M048,35.89
P040,M050,32.43
P040,M051,37.07
P040,M052,5.59
P040,M053,8.76
P040,M054,9.78
P040,M055,6.39
P040,M057,24.92
P040,M058,28.27
P040,M059,6.18
P040,M060,24.98
P040,M061,37.55
P040,M063,38.78
P040,M064,33.38
P040,M065,35.6
P040,M066,25.3
P040,M068,27.42
P040,M069,41.48
P040,M070,23.67
P040,M071,25.959999999999997
P040,M072,4.98
P040,M073,33.57
P040,M075,22.94
P040,M076,28.03
P040,M078,19.58
P040,M081,17.25
P040,M082,17.78
P040,M083,34.58
P040,M085,18.83
P040,M086,20.62
P040,M087,37.44
P040,M088,12.59
P040,M090,18.03
P040,M091,41.52
P040,M092,33.32
P040,M093,29.75
P040,M094,10.77
P040,M095,32.09
P040,M096,6.330000000000001
P040,M098,5.63
P040,M099,33.84
P040,M100,18.95
P041,M001,30.36
P041,M002,28.850000000000005
P041,M003,9.97
P041,M004,25.4
P041,M005,9.78
P041,M007,11.64
P041,M008,10.5
P041,M009,26.12
P041,M010,25.67
P041,M011,10.01
P041,M012,21.28
P041,M013,39.64
P041,M014,40.15
P041,M015,31.45
P041,M016,32.36
P041,M017,20.55
P041,M018,34.32
P041,M019,27.33
P041,M020,38.44
P041,M021,23.2
P041,M022,35.81
P041,M023,17.31
P041,M024,8.85
P041,M025,41.44
P041,M026,6.03
P041,M027,7.43
P041,M028,12.25
P041,M029,23.51
P041,M032,39.41
P041,M033,14.39
P041,M034,20.53
P041,M035,12.96
P041,M036,36.56
P041,M037,8.04
P041,M040,8.87
P041,M041,13.57
P041,M042,13.11
P041,M043,20.87
P041,M044,21.6
P041,M045,27.39
P041,M046,19.74
P041,M047,38.32
P041,M048,14.13
P041,M049,3.44
P041,M050,17.61
P041,M051,13.14
P041,M052,5.12
P041,M053,10.48
P041,M054,18.54
P041,M055,12.550000000000002
P041,M056,17.12
P041,M058,13.65
P041,M059,34.07
P041,M060,16.68
P041,M061,39.5
P041,M063,38.97
P041,M064,4.75
P041,M065,6.98
P041,M066,19.39
P041,M067,20.68
P041,M069,17.08
P041,M070,39.88
P041,M071,35.45
P041,M072,38.27
P041,M073,24.65
P041,M074,13.69
P041,M075,7.54
P041,M077,5.26
P041,M078,35.28
P041,M079,24.35
P041,M080,26.850000000000005
P041,M081,15.14
P041,M082,33.71
P041,M083,29.01
P041,M084,39.02
P041,M085,3.24
P041,M086,3.76
P041,M087,10.16
P041,M088,34.9
P041,M089,28.49
P041,M090,36.39
P041,M091,12.68
P041,M092,38.56
P041,M093,36.11
P041,M094,6.57
P041,M098,32.47
P041,M099,22.95
P041,M100,37.85
P042,M004,6.6
P042,M005,39.28
P042,M006,29.48
P042,M007,27.899999999999995
P042,M008,10.96
P042,M009,37.18
P042,M010,17.18
P042,M011,16.78
P042,M012,31.21
P042,M014,6.14
P042,M015,24.79
P042,M016,9.4
P042,M017,18.09
P042,M018,8.92
P042,M020,14.61
P042,M021,20.91
P042,M022,33.1
P042,M023,18.8
P042,M024,35.85
P042,M025,17.0
P042,M026,24.26
P042,M027,10.38
P042,M028,23.929999999999996
P042,M029,27.57
P042,M030,8.8
P042,M031,12.79
P042,M032,31.45
P042,M033,17.39
P042,M034,40.82
P042,M035,21.85
P042,M036,27.5
P042,M037,29.43
P042,M039,9.18
P042,M041,5.11
P042,M042,28.48
P042,M046,39.31
P042,M047,15.0
P042,M048,6.78
P042,M049,10.43
P042,M050,14.83
P042,M051,22.43
P042,M052,30.27
P042,M053,23.88
P042,M055,17.31
P042,M056,20.59
P042,M057,7.84
P042,M059,30.459999999999997
P042,M061,15.09
P042,M063,16.88
P042,M064,32.18
P042,M065,19.97
P042,M066,8.57
P042,M067,24.74
P042,M068,22.82
P042,M069,5.56
P042,M070,12.9
P042,M073,30.5
P042,M075,3.38
P042,M076,13.91
P042,M077,15.57
P042,M078,5.57
P042,M079,22.959999999999997
P042,M080,13.23
P042,M081,37.78
P042,M082,29.3
P042,M083,7.32
P042,M084,19.11
P042,M085,33.95
P042,M086,8.84
P042,M087,25.02
P042,M088,5.25
P042,M089,9.97
P042,M091,24.72
P042,M093,29.2
P042,M094,23.94
P042,M095,5.77
P042,M096,20.18
P042,M097,17.98
P042,M098,34.58
P042,M099,39.83
P042,M100,38.0
P043,M002,11.62
P043,M003,40.25
P043,M004,11.54
P043,M005,21.24
P043,M006,29.36
P043,M007,31.47
P043,M008,6.14
P043,M009,30.87
P043,M010,7.51
P043,M011,10.65
P043,M012,37.47
P043,M015,2.9
P043,M016,8.4
P043,M017,31.09
P043,M018,28.850000000000005
P043,M019,37.84
P043,M020,36.28
P043,M021,16.94
P043,M022,15.47
P043,M023,38.66
P043,M026,25.14
P043,M027,10.39
P043,M028,40.92
P043,M029,34.13
P043,M030,13.01
P043,M031,20.72
P043,M033,9.93
P043,M034,28.52
P043,M035,39.02
P043,M037,16.82
P043,M038,35.47
P043,M040,36.02
P043,M041,37.0
P043,M042,21.5
P043,M043,13.37
P043,M044,28.53
P043,M045,4.55
P043,M046,22.99
P043,M047,36.85
P043,M048,41.06
P043,M049,40.53
P043,M050,28.99
P043,M051,20.89
P043,M052,9.25
P043,M053,39.55
P043,M054,21.12
P043,M055,22.66
P043,M056,33.48
P043,M057,26.01
P043,M058,37.19
P043,M059,31.209999999999997
P043,M060,15.37
P043,M061,14.88
P043,M062,39.25
P043,M063,8.09
P043,M064,31.77
P043,M065,28.51
P043,M066,5.86
P043,M067,37.31
P043,M068,26.14
P043,M069,22.88
P043,M070,9.87
P043,M071,38.17
P043,M072,26.37
P043,M073,19.26
P043,M074,13.62
P043,M075,8.89
P043,M076,23.96
P043,M077,32.1
P043,M078,6.91
P043,M079,4.16
P043,M080,7.75
P043,M081,11.81
P043,M082,37.35
P043,M083,7.2
P043,M084,7.66
P043,M085,19.33
P043,M087,35.14
P043,M090,36.41
P043,M091,21.73
P043,M092,34.98
P043,M093,20.64
P043,M094,25.66
P043,M096,9.44
P043,M097,41.07
P043,M098,20.98
P043,M099,17.57
P043,M100,4.53
P044,M001,17.41
P044,M002,34.79
P044,M003,32.44
P044,M005,32.35
P044,M007,34.48
P044,M008,14.89
P044,M009,18.16
P044,M010,36.1
P044,M011,24.07
P044,M012,26.459999999999997
P044,M013,13.39
P044,M014,13.1
P044,M016,14.97
P044,M017,15.64
P044,M018,12.44
P044,M019,38.03
P044,M020,13.58
P044,M021,35.74
P044,M023,18.3
P044,M024,12.62
P044,M025,39.74
P044,M026,30.74
P044,M027,8.62
P044,M028,12.0
P044,M029,20.92
P044,M030,12.92
P044,M031,22.02
P044,M032,27.99
P044,M033,9.83
P044,M034,26.3
P044,M035,21.6
P044,M036,37.76
P044,M037,34.6
P044,M038,34.94
P044,M039,20.59
P044,M040,16.7
P044,M042,26.95
P044,M043,5.05
P044,M044,18.4
P044,M045,24.38
P044,M046,40.04
P044,M047,8.31
P044,M048,34.86
P044,M049,25.19
P044,M051,12.98
P044,M052,31.69
P044,M053,4.76
P044,M054,32.51
P044,M057,38.4
P044,M058,37.85
P044,M059,21.02
P044,M060,16.72
P044,M061,16.43
P044,M062,7.1
P044,M063,37.5
P044,M064,30.31
P044,M065,32.3
P044,M066,23.55
P044,M067,20.58
P044,M069,28.12
P044,M070,33.55
P044,M071,6.9
P044,M073,40.16
P044,M074,8.69
P044,M075,6.09
P044,M076,9.2
P044,M077,38.28
P044,M079,14.53
P044,M080,7.73
P044,M081,16.32
P044,M082,19.81
P044,M083,20.49
P044,M084,4.94
P044,M086,15.92
P044,M087,28.8
P044,M088,5.99
P044,M089,37.55
P044,M090,25.81
P044,M091,19.43
P044,M092,22.49
P044,M093,12.14
P044,M094,11.24
P044,M095,4.46
P044,M096,39.27
P044,M097,31.7
P044,M098,21.77
P044,M099,35.79
P044,M100,33.17
P045,M001,17.2
P045,M002,36.09
P045,M003,37.66
P045,M004,10.28
P045,M005,21.02
P045,M006,40.27
P045,M007,10.01
P045,M008,26.69
P045,M009,7.489999999999999
P045,M010,19.99
P045,M011,20.52
P045,M012,25.22
P045,M013,6.54
P045,M014,34.21
P045,M015,39.48
P045,M016,36.25
P045,M017,3.88
P045,M018,30.61
P045,M019,18.1
P045,M020,37.54
P045,M021,6.53
P045,M023,24.09
P045,M025,24.26
P045,M026,37.66
P045,M027,29.16
P045,M028,34.71
P045,M030,6.49
P045,M031,33.85
P045,M033,27.78
P045,M034,25.56
P045,M035,30.59
P045,M036,5.79
P045,M037,9.05
P045,M038,30.15
P045,M040,36.9
P045,M041,6.83
P045,M042,11.19
P045,M043,41.21
P045,M044,24.14
P045,M045,30.46
P045,M046,10.8
P045,M047,30.69
P045,M048,36.5
P045,M049,26.09
P045,M050,18.93
P045,M051,3.87
P045,M052,9.52
P045,M053,19.21
P045,M055,14.12
P045,M056,35.01
P045,M057,25.91
P045,M058,39.95
P045,M060,6.779999999999999
P045,M061,32.47
P045,M064,40.52
P045,M065,33.53
P045,M066,32.32
P045,M067,22.82
P045,M069,39.74
P045,M072,38.48
P045,M073,40.67
P045,M074,23.21
P045,M077,23.06
P045,M078,34.97
P045,M079,22.100000000000005
P045,M080,42.7
P045,M081,20.14
P045,M083,26.45
P045,M084,36.68
P045,M086,37.73
P045,M087,5.84
P045,M088,8.77
P045,M090,29.88
P045,M091,40.65
P045,M092,26.03
P045,M093,23.65
P045,M094,29.66
P045,M095,33.23
P045,M096,19.64
P045,M097,32.62
P045,M098,25.97
P045,M099,22.47
P045,M100,27.92
P046,M001,13.26
P046,M002,11.61
P046,M003,23.31
P046,M004,23.83
P046,M005,28.11
P046,M006,37.68
P046,M007,13.82
P046,M008,4.53
P046,M009,22.09
P046,M010,10.1
P046,M011,23.94
P046,M012,10.89
P046,M013,12.92
P046,M015,7.84
P046,M016,29.71
P046,M017,41.35
P046,M019,29.7
P046,M020,13.16
P046,M021,32.92
P046,M022,26.320000000000004
P046,M023,23.25
P046,M024,4.68
P046,M025,9.05
P046,M026,16.97
P046,M028,24.44
P046,M029,6.98
P046,M031,30.03
P046,M033,39.15
P046,M034,15.69
P046,M035,5.91
P046,M037,9.49
P046,M039,25.29
P046,M040,5.37
P046,M041,24.44
P046,M042,5.5
P046,M043,28.92
P046,M045,20.05
P046,M046,36.69
P046,M047,14.45
P046,M048,28.600000000000005
P046,M049,33.12
P046,M050,14.12
P046,M051,19.75
P046,M052,9.09
P046,M054,34.01
P046,M056,31.23
P046,M057,40.2
P046,M058,16.26
P046,M059,23.31
P046,M060,11.53
P046,M061,28.53
P046,M062,18.12
P046,M063,7.59
P046,M064,20.45
P046,M065,27.48
P046,M066,24.81
P046,M067,10.98
P046,M068,38.3
P046,M069,13.08
P046,M070,19.29
P046,M071,19.98
P046,M072,33.59
P046,M073,33.03
P046,M074,11.7
P046,M075,20.36
P046,M076,7.47
P046,M077,6.28
P046,M078,25.24
P046,M079,26.93
P046,M080,22.74
P046,M082,34.62
P046,M083,3.09
P046,M084,34.37
P046,M085,25.83
P046,M086,13.09
P046,M087,12.66
P046,M088,22.54
P046,M089,8.04
P046,M090,24.97
P046,M092,14.54
P046,M093,21.13
P046,M094,13.04
P046,M095,17.28
P046,M096,16.33
P046,M098,20.98
P046,M100,37.58
P047,M001,22.42
P047,M002,36.21
P047,M003,8.07
P047,M004,38.7
P047,M005,30.47
P047,M006,24.9
P047,M008,16.39
P047,M009,36.17
P047,M010,18.36
P047,M011,41.92
P047,M012,11.24
P047,M013,18.56
P047,M014,4.62
P047,M015,24.98
P047,M016,30.94
P047,M017,9.2
P047,M020,7.64
P047,M021,12.19
P047,M022,19.77
P047,M023,14.85
P047,M025,13.25
P047,M026,28.38
P047,M027,13.44
P047,M028,23.83
P047,M029,31.88
P047,M030,26.97
P047,M032,36.63
P047,M033,5.32
P047,M034,35.69
P047,M035,3.81
P047,M036,39.43
P047,M037,37.45
P047,M038,41.98
P047,M039,5.44
P047,M040,8.65
P047,M041,32.32
P047,M042,39.89
P047,M043,25.63
P047,M044,6.03
P047,M045,13.33
P047,M046,22.56
P047,M047,5.5
P047,M048,7.44
P047,M049,23.97
P047,M050,16.25
P047,M051,18.01
P047,M052,13.0
P047,M053,22.46
P047,M055,32.84
P047,M056,17.61
P047,M058,37.84
P047,M059,28.62
P047,M060,36.64
P047,M061,38.23
P047,M062,3.11
P047,M063,22.73
P047,M064,27.18
P047,M065,24.11
P047,M066,22.8
P047,M067,18.55
P047,M068,17.03
P047,M069,24.37
P047,M070,40.73
P047,M071,22.11
P047,M072,36.4
P047,M073,35.48
P047,M074,38.76
P047,M075,6.150000000000001
P047,M076,37.29
P047,M078,18.2
P047,M079,32.59
P047,M080,20.19
P047,M081,10.68
P047,M082,26.38
P047,M083,12.86
P047,M084,31.72
P047,M085,19.27
P047,M086,29.2
P047,M087,17.36
P047,M088,12.99
P047,M091,42.12
P047,M093,21.17
P047,M094,17.3
P047,M095,17.89
P047,M096,4.58
P047,M097,24.83
P047,M098,18.56
P047,M099,24.72
P047,M100,16.0
P048,M001,39.93
P048,M002,18.44
P048,M003,17.04
P048,M004,16.42
P048,M005,14.91
P048,M006,35.57
P048,M008,4.87
P048,M010,10.43
P048,M013,31.16
P048,M014,26.59
P048,M015,35.06
P048,M016,17.56
P048,M017,10.15
P048,M018,11.410000000000002
P048,M019,29.33
P048,M020,22.26
P048,M021,9.26
P048,M022,9.17
P048,M023,23.49
P048,M024,10.62
P048,M025,13.29
P048,M026,32.43
P048,M027,20.38
P048,M028,10.08
P048,M029,29.25
P048,M030,41.0
P048,M031,38.66
P048,M032,18.44
P048,M033,16.39
P048,M034,38.7
P048,M035,25.3
P048,M038,4.81
P048,M039,14.21
P048,M040,31.9
P048,M041,36.42
P048,M042,20.54
P048,M043,35.11
P048,M044,39.09
P048,M046,20.65
P048,M047,36.57
P048,M048,8.28
P048,M049,28.17
P048,M051,8.83
P048,M052,17.98
P048,M053,15.73
P048,M055,29.39
P048,M056,7.91
P048,M057,37.8
P048,M058,26.94
P048,M059,24.52
P048,M060,39.89
P048,M061,16.46
P048,M062,29.62
P048,M063,35.25
P048,M064,20.62
P048,M065,25.85
P048,M067,21.79
P048,M068,36.87
P048,M069,30.85
P048,M070,35.59
P048,M071,6.0
P048,M072,30.04
P048,M073,30.53
P048,M075,26.84
P048,M076,9.54
P048,M077,38.66
P048,M079,15.41
P048,M081,22.429999999999996
P048,M082,39.81
P048,M083,5.48
P048,M084,34.11
P048,M085,20.94
P048,M087,30.14
P048,M088,27.03
P048,M089,16.16
P048,M090,3.78
P048,M091,33.2
P048,M092,12.339999999999998
P048,M093,38.43
P048,M094,23.149999999999995
P048,M096,39.05
P048,M097,38.5
P048,M098,25.9
P048,M099,34.69
P048,M100,37.02
P049,M001,32.24
P049,M002,9.47
P049,M004,29.36
P049,M006,35.61
P049,M007,9.06
P049,M008,4.9
P049,M009,11.550000000000002
P049,M010,35.19
P049,M011,24.08
P049,M012,31.49
P049,M013,37.57
P049,M014,39.2
P049,M015,20.52
P049,M016,30.04
P049,M017,22.649999999999995
P049,M018,39.28
P049,M019,30.59
P049,M021,14.5
P049,M022,42.2
P049,M023,34.07
P049,M024,37.19
P049,M025,19.67
P049,M026,20.16
P049,M027,40.55
